destination_id,date,tourist_volume,capacity,tourism_score,water_score,waste_score,traffic_score,environment_score,day_of_week,is_weekend,month,season_code,current_pressure,lag_pressure_1d,lag_pressure_7d_avg,rolling_mean_3d,future_pressure_score,is_synthetic
mussoorie,2024-01-26,15523,15000,90.2,76.0,74.6,93.9,62.6,4,0,1,0,81.33,78.02,78.96,77.05,75.7,1
mussoorie,2024-01-27,12709,15000,92.8,74.4,73.3,98.2,55.4,5,1,1,0,81.37,81.33,79.86,79.58,76.8,1
mussoorie,2024-01-28,16800,15000,97.0,77.3,76.6,100.0,57.5,6,1,1,0,84.52,81.37,78.9,80.24,79.82,1
mussoorie,2024-01-29,13963,15000,84.2,71.8,69.8,87.9,59.6,0,0,1,0,76.32,84.52,78.7,82.41,71.45,1
mussoorie,2024-01-30,11576,15000,82.2,70.4,68.2,85.9,58.6,1,0,1,0,74.65,76.32,79.24,80.74,70.87,1
mussoorie,2024-01-31,16822,15000,82.2,70.3,68.1,85.9,58.6,2,0,1,0,74.6,74.65,79.37,78.5,78.34,1
mussoorie,2024-02-01,17382,15000,86.8,73.5,71.8,90.5,40.9,3,0,2,0,76.43,74.6,78.69,75.19,83.15,1
mussoorie,2024-02-02,16790,15000,83.1,71.0,68.9,86.8,39.1,4,0,2,0,73.41,76.43,78.46,75.23,69.27,1
mussoorie,2024-02-03,20220,15000,100.0,84.2,84.4,100.0,42.4,5,1,2,0,87.17,73.41,77.33,74.81,80.18,1
mussoorie,2024-02-04,15139,15000,99.5,79.1,78.6,100.0,38.8,6,1,2,0,84.24,87.17,78.16,79.0,76.76,1
mussoorie,2024-02-05,17851,15000,89.5,75.4,74.0,93.2,42.2,0,0,2,0,78.68,84.24,78.12,81.61,72.11,1
mussoorie,2024-02-06,14138,15000,85.0,72.3,70.4,88.7,40.0,1,0,2,0,74.97,78.68,78.45,83.36,69.1,1
mussoorie,2024-02-07,13405,15000,83.6,71.3,69.3,87.3,39.3,2,0,2,0,73.8,74.97,78.5,79.3,78.01,1
mussoorie,2024-02-08,14684,15000,84.4,71.9,69.9,88.1,39.7,3,0,2,0,74.49,73.8,78.39,75.82,79.96,1
mussoorie,2024-02-09,16983,15000,81.7,70.0,67.8,85.4,38.3,4,0,2,0,72.2,74.49,78.11,74.42,69.99,1
mussoorie,2024-02-10,14898,15000,95.3,76.1,75.2,100.0,36.6,5,1,2,0,81.32,72.2,77.94,73.5,74.86,1
mussoorie,2024-02-11,17270,15000,100.0,81.1,80.9,100.0,40.2,6,1,2,0,85.46,81.32,77.1,76.0,77.48,1
mussoorie,2024-02-12,12300,15000,84.3,71.8,69.9,88.0,39.7,0,0,2,0,74.4,85.46,77.28,79.66,69.57,1
mussoorie,2024-02-13,13200,15000,86.2,73.1,71.4,89.9,40.6,1,0,2,0,75.95,74.4,76.66,80.39,70.21,1
mussoorie,2024-02-14,13601,15000,89.0,75.1,73.6,92.7,42.0,2,0,2,0,78.3,75.95,76.8,78.6,83.74,1
mussoorie,2024-02-15,14993,15000,82.2,70.3,68.2,85.9,38.6,3,0,2,0,72.62,78.3,77.45,76.22,80.24,1
mussoorie,2024-02-16,12341,15000,87.1,73.7,72.0,90.8,41.0,4,0,2,0,76.68,72.62,77.18,75.62,75.27,1
mussoorie,2024-02-17,14898,15000,100.0,79.6,79.2,100.0,39.1,5,1,2,0,84.66,76.68,77.82,75.86,79.58,1
mussoorie,2024-02-18,18581,15000,100.0,81.0,80.9,100.0,40.2,6,1,2,0,85.45,84.66,78.29,77.98,77.46,1
mussoorie,2024-02-19,12923,15000,85.0,72.3,70.4,88.7,40.0,0,0,2,0,74.99,85.45,78.29,82.26,68.84,1
mussoorie,2024-02-20,15185,15000,81.3,69.7,67.4,85.0,38.1,1,0,2,0,71.86,74.99,78.38,81.7,67.86,1
mussoorie,2024-02-21,12667,15000,87.2,73.8,72.1,90.9,41.1,2,0,2,0,76.77,71.86,77.79,77.43,80.71,1
mussoorie,2024-02-22,16809,15000,82.3,70.4,68.2,86.0,38.6,3,0,2,0,72.67,76.77,77.57,74.54,76.88,1
mussoorie,2024-02-23,15452,15000,83.8,71.4,69.4,87.5,39.4,4,0,2,0,73.92,72.67,77.58,73.77,69.7,1
mussoorie,2024-02-24,17472,15000,100.0,81.4,81.2,100.0,40.4,5,1,2,0,85.63,73.92,77.19,74.45,81.12,1
mussoorie,2024-02-25,20229,15000,100.0,80.0,79.7,100.0,39.4,6,1,2,0,84.88,85.63,77.33,77.4,77.47,1
mussoorie,2024-02-26,13782,15000,85.9,72.9,71.1,89.6,40.5,0,0,2,0,75.72,84.88,77.24,81.48,71.65,1
mussoorie,2024-02-27,18114,15000,89.5,75.5,74.0,93.2,42.3,1,0,2,0,78.76,75.72,77.35,82.08,70.94,1
mussoorie,2024-02-28,15728,15000,85.9,72.9,71.1,89.6,40.4,2,0,2,0,75.69,78.76,78.34,79.79,80.86,1
mussoorie,2024-02-29,11641,15000,85.8,72.9,71.0,89.5,40.4,3,0,2,0,75.62,75.69,78.18,76.72,81.79,1
mussoorie,2024-03-01,11646,15000,86.0,73.0,71.2,89.7,40.5,4,0,3,0,75.82,75.62,78.6,76.69,68.88,1
mussoorie,2024-03-02,18689,15000,100.0,81.2,81.1,100.0,40.3,5,1,3,0,85.56,75.82,78.87,75.71,76.18,1
mussoorie,2024-03-03,18432,15000,97.8,77.9,77.3,100.0,37.9,6,1,3,0,83.06,85.56,78.86,79.0,77.8,1
mussoorie,2024-03-04,15731,15000,82.4,70.5,68.3,86.1,38.7,0,0,3,0,72.76,83.06,78.6,81.48,65.45,1
mussoorie,2024-03-05,16288,15000,88.4,74.7,73.1,92.1,41.7,1,0,3,0,77.78,72.76,78.18,80.46,72.75,1
mussoorie,2024-03-06,13325,15000,82.0,70.2,68.0,85.7,38.5,2,0,3,0,72.42,77.78,78.04,77.87,77.66,1
mussoorie,2024-03-07,17030,15000,81.9,70.1,67.9,85.6,38.4,3,0,3,0,72.36,72.42,77.57,74.32,75.63,1
mussoorie,2024-03-08,16059,15000,88.1,74.5,72.9,91.8,41.5,4,0,3,0,77.53,72.36,77.11,74.19,71.13,1
mussoorie,2024-03-09,17826,15000,100.0,80.8,80.6,100.0,40.0,5,1,3,0,85.34,77.53,77.35,74.1,81.18,1
mussoorie,2024-03-10,18365,15000,97.1,77.4,76.7,100.0,37.5,6,1,3,0,82.55,85.34,77.32,78.41,75.83,1
mussoorie,2024-03-11,16700,15000,81.3,69.7,67.4,85.0,38.1,0,0,3,0,71.83,82.55,77.25,81.8,67.75,1
mussoorie,2024-03-12,17547,15000,84.6,72.0,70.1,88.3,39.8,1,0,3,0,74.6,71.83,77.11,79.91,70.6,1
mussoorie,2024-03-13,16311,15000,82.0,70.2,68.0,85.7,38.5,2,0,3,0,72.49,74.6,76.66,76.33,74.25,1
mussoorie,2024-03-14,14451,15000,81.8,70.0,67.8,85.5,38.4,3,0,3,0,72.25,72.49,76.67,72.97,76.06,1
mussoorie,2024-03-15,15216,15000,85.6,72.7,70.9,89.3,40.3,4,0,3,0,75.47,72.25,76.65,73.11,70.58,1
mussoorie,2024-03-16,20925,15000,100.0,81.4,81.2,100.0,40.4,5,1,3,0,85.63,75.47,76.36,73.4,76.8,1
mussoorie,2024-03-17,20080,15000,100.0,80.9,80.8,100.0,40.1,6,1,3,0,85.4,85.63,76.4,77.78,75.94,1
mussoorie,2024-03-18,16526,15000,88.1,74.4,72.8,91.8,41.5,0,0,3,0,77.51,85.4,76.81,82.17,73.7,1
mussoorie,2024-03-19,15691,15000,80.2,68.9,66.5,83.9,37.6,1,0,3,0,70.93,77.51,77.62,82.85,64.18,1
mussoorie,2024-03-20,17513,15000,86.1,73.0,71.3,89.8,40.5,2,0,3,0,75.85,70.93,77.1,77.95,80.7,1
mussoorie,2024-03-21,16915,15000,86.8,73.6,71.8,90.5,40.9,3,0,3,0,76.47,75.85,77.58,74.76,88.46,1
mussoorie,2024-03-22,17455,15000,89.7,75.6,74.1,93.4,42.3,4,0,3,0,78.85,76.47,78.18,74.42,74.82,1
mussoorie,2024-03-23,16316,15000,100.0,80.0,79.7,100.0,39.4,5,1,3,0,84.9,78.85,78.66,77.05,79.55,1
mussoorie,2024-03-24,13769,15000,100.0,81.2,81.1,100.0,40.3,6,1,3,0,85.54,84.9,78.56,80.07,76.85,1
mussoorie,2024-03-25,14569,15000,93.1,78.0,76.9,96.8,44.1,0,0,3,0,81.72,85.54,78.58,83.1,71.59,1
mussoorie,2024-03-26,11513,15000,83.5,71.3,69.2,87.2,39.3,1,0,3,0,73.75,81.72,79.18,84.05,68.76,1
mussoorie,2024-03-27,12046,15000,83.3,71.1,69.1,87.0,39.2,2,0,3,0,73.58,73.75,79.58,80.34,80.68,1
mussoorie,2024-03-28,13676,15000,90.5,76.1,74.8,94.2,42.7,3,0,3,0,79.52,73.58,79.26,76.35,83.78,1
mussoorie,2024-03-29,11449,15000,82.4,70.5,68.4,86.1,38.7,4,0,3,0,72.83,79.52,79.69,75.62,68.3,1
mussoorie,2024-03-30,18280,15000,100.0,86.7,87.3,100.0,44.2,5,1,3,0,88.54,72.83,78.83,75.31,84.83,1
mussoorie,2024-03-31,18473,15000,94.9,75.8,74.9,100.0,36.5,6,1,3,0,81.06,88.54,79.35,80.29,75.21,1
mussoorie,2024-04-01,11755,15000,83.4,71.2,69.2,87.1,39.2,0,0,4,0,73.66,81.06,78.71,80.81,65.15,1
mussoorie,2024-04-02,14374,15000,86.8,73.5,71.8,90.5,40.9,1,0,4,0,76.44,73.66,77.56,81.09,72.46,1
mussoorie,2024-04-03,12890,15000,83.8,71.5,69.5,87.5,39.4,2,0,4,0,73.98,76.44,77.95,77.05,78.04,1
mussoorie,2024-04-04,16823,15000,91.2,76.6,75.3,94.9,43.1,3,0,4,0,80.12,73.98,78.0,74.69,84.71,1
mussoorie,2024-04-05,15613,15000,86.3,73.2,71.5,90.0,40.7,4,0,4,0,76.06,80.12,78.09,76.85,73.76,1
mussoorie,2024-04-06,15633,15000,96.7,77.1,76.3,100.0,37.3,5,1,4,0,82.28,76.06,78.55,76.72,74.82,1
mussoorie,2024-04-07,14233,15000,100.0,80.2,79.9,100.0,39.6,6,1,4,0,85.0,82.28,77.66,79.49,81.76,1
mussoorie,2024-04-08,10900,15000,73.7,64.4,61.3,77.4,34.3,0,0,4,0,65.49,85.0,78.22,81.11,59.44,1
mussoorie,2024-04-09,14135,15000,78.0,67.4,64.8,81.7,36.5,1,0,4,0,69.13,65.49,77.05,77.59,61.87,1
mussoorie,2024-04-10,13611,15000,83.5,71.2,69.2,87.2,39.2,2,0,4,0,73.67,69.13,76.01,73.21,78.49,1
mussoorie,2024-04-11,16975,15000,85.2,72.4,70.6,88.9,40.1,3,0,4,0,75.13,73.67,75.96,69.43,84.15,1
mussoorie,2024-04-12,11442,15000,81.6,69.9,67.7,85.3,38.3,4,0,4,0,72.09,75.13,75.25,72.64,67.73,1
mussoorie,2024-04-13,17893,15000,100.0,80.3,80.0,100.0,39.6,5,1,4,0,85.05,72.09,74.68,73.63,77.88,1
mussoorie,2024-04-14,16411,15000,100.0,81.1,80.9,100.0,40.2,6,1,4,0,85.47,85.05,75.08,77.42,79.48,1
mussoorie,2024-04-15,14574,15000,82.8,70.8,68.7,86.5,38.9,0,0,4,0,73.16,85.47,75.15,80.87,71.93,1
mussoorie,2024-04-16,17492,15000,84.5,71.9,70.0,88.2,39.7,1,0,4,0,74.52,73.16,76.24,81.23,70.14,1
mussoorie,2024-04-17,13237,15000,83.3,71.1,69.0,87.0,39.1,2,0,4,0,73.54,74.52,77.01,77.72,78.62,1
mussoorie,2024-04-18,11931,15000,82.9,70.9,68.7,86.6,39.0,3,0,4,0,73.24,73.54,76.99,73.74,79.65,1
mussoorie,2024-04-19,17737,15000,88.3,74.6,73.1,92.0,41.7,4,0,4,0,77.74,73.24,76.72,73.76,74.66,1
mussoorie,2024-04-20,15615,15000,100.0,82.8,82.9,100.0,41.4,5,1,4,0,86.42,77.74,77.53,74.84,80.47,1
mussoorie,2024-04-21,19551,15000,100.0,82.2,82.1,100.0,41.0,6,1,4,0,86.06,86.42,77.73,79.13,77.51,1
mussoorie,2024-04-22,13834,15000,84.9,72.2,70.3,88.6,40.0,0,0,4,0,74.9,86.06,77.81,83.41,69.68,1
mussoorie,2024-04-23,16928,15000,82.7,70.7,68.5,86.4,38.8,1,0,4,0,73.0,74.9,78.06,82.46,70.18,1
mussoorie,2024-04-24,16116,15000,84.2,71.8,69.8,87.9,39.6,2,0,4,0,74.32,73.0,77.84,77.99,81.16,1
mussoorie,2024-04-25,16939,15000,83.6,71.3,69.3,87.3,39.3,3,0,4,0,73.77,74.32,77.96,74.08,79.02,1
mussoorie,2024-04-26,14241,15000,89.6,75.5,74.1,93.3,42.3,4,0,4,0,78.78,73.77,78.03,73.7,72.8,1
mussoorie,2024-04-27,13581,15000,100.0,80.2,79.9,100.0,39.6,5,1,4,0,85.0,78.78,78.18,75.62,79.77,1
mussoorie,2024-04-28,20629,15000,100.0,81.6,81.5,100.0,40.6,6,1,4,0,85.76,85.0,77.98,79.18,78.43,1
mussoorie,2024-04-29,15462,15000,91.7,77.0,75.8,95.4,43.3,0,0,4,0,80.55,85.76,77.93,83.18,76.39,1
mussoorie,2024-04-30,15109,15000,81.5,69.8,67.6,85.2,38.2,1,0,4,0,72.02,80.55,78.74,83.77,64.66,1
mussoorie,2024-05-01,19422,15000,100.0,100.0,97.8,100.0,41.3,2,0,5,1,93.7,72.02,78.6,79.44,96.84,1
mussoorie,2024-05-02,13931,15000,100.0,98.1,95.6,100.0,40.0,3,0,5,1,92.65,93.7,81.37,82.09,93.09,1
mussoorie,2024-05-03,20157,15000,100.0,93.0,89.8,100.0,36.3,4,0,5,1,89.85,92.65,84.06,86.12,86.32,1
mussoorie,2024-05-04,14572,15000,100.0,100.0,100.0,100.0,38.6,5,1,5,1,93.86,89.85,85.65,92.07,85.7,1
mussoorie,2024-05-05,14258,15000,100.0,100.0,100.0,100.0,41.1,6,1,5,1,94.11,93.86,86.91,92.12,89.4,1
mussoorie,2024-05-06,14045,15000,100.0,98.7,96.4,100.0,40.4,0,0,5,1,93.0,94.11,88.1,92.6,84.84,1
mussoorie,2024-05-07,14110,15000,100.0,99.5,97.2,100.0,41.0,1,0,5,1,93.42,93.0,89.88,93.65,88.14,1
mussoorie,2024-05-08,19595,15000,100.0,94.6,91.6,100.0,37.5,2,0,5,1,90.72,93.42,92.94,93.51,91.59,1
mussoorie,2024-05-09,14126,15000,100.0,96.5,93.8,100.0,38.8,3,0,5,1,91.77,90.72,92.51,92.38,97.98,1
mussoorie,2024-05-10,16681,15000,100.0,98.9,96.5,100.0,40.5,4,0,5,1,93.09,91.77,92.39,91.97,89.31,1
mussoorie,2024-05-11,17014,15000,100.0,100.0,100.0,100.0,39.5,5,1,5,1,93.95,93.09,92.85,91.86,87.13,1
mussoorie,2024-05-12,19095,15000,100.0,100.0,100.0,100.0,40.6,6,1,5,1,94.06,93.95,92.86,92.93,85.58,1
mussoorie,2024-05-13,16311,15000,100.0,99.3,97.0,100.0,40.9,0,0,5,1,93.33,94.06,92.86,93.7,86.79,1
mussoorie,2024-05-14,15176,15000,100.0,99.8,97.6,100.0,41.2,1,0,5,1,93.6,93.33,92.9,93.78,86.04,1
mussoorie,2024-05-15,20947,15000,100.0,98.3,95.9,100.0,40.1,2,0,5,1,92.76,93.6,92.93,93.66,98.11,1
mussoorie,2024-05-16,20769,15000,100.0,98.4,95.9,100.0,40.2,3,0,5,1,92.8,92.76,93.22,93.23,94.65,1
mussoorie,2024-05-17,18718,15000,100.0,100.0,100.0,100.0,44.0,4,0,5,1,94.4,92.8,93.37,93.05,88.39,1
mussoorie,2024-05-18,17882,15000,100.0,100.0,100.0,100.0,43.8,5,1,5,1,94.38,94.4,93.56,93.32,86.04,1
mussoorie,2024-05-19,18150,15000,100.0,100.0,100.0,100.0,39.8,6,1,5,1,93.98,94.38,93.62,93.86,89.2,1
mussoorie,2024-05-20,16977,15000,100.0,96.1,93.3,100.0,38.5,0,0,5,1,91.53,93.98,93.61,94.25,83.97,1
mussoorie,2024-05-21,14083,15000,100.0,100.0,98.6,100.0,41.8,1,0,5,1,93.89,91.53,93.35,93.3,83.52,1
mussoorie,2024-05-22,15821,15000,100.0,99.0,96.6,100.0,40.6,2,0,5,1,93.13,93.89,93.39,93.14,100.0,1
mussoorie,2024-05-23,14719,15000,100.0,99.5,97.3,100.0,41.0,3,0,5,1,93.44,93.13,93.44,92.85,98.71,1
mussoorie,2024-05-24,20495,15000,100.0,94.9,92.0,100.0,37.7,4,0,5,1,90.89,93.44,93.54,93.49,88.27,1
mussoorie,2024-05-25,19579,15000,100.0,100.0,100.0,100.0,39.9,5,1,5,1,93.99,90.89,93.03,92.48,86.63,1
mussoorie,2024-05-26,20774,15000,100.0,100.0,100.0,100.0,37.0,6,1,5,1,93.7,93.99,92.98,92.77,89.65,1
mussoorie,2024-05-27,17015,15000,100.0,98.8,96.4,100.0,40.5,0,0,5,1,93.04,93.7,92.94,92.86,86.93,1
mussoorie,2024-05-28,13922,15000,100.0,94.2,91.2,100.0,37.2,1,0,5,1,90.52,93.04,93.15,93.58,83.06,1
mussoorie,2024-05-29,20997,15000,100.0,98.8,96.4,100.0,40.5,2,0,5,1,93.02,90.52,92.67,92.42,96.94,1
mussoorie,2024-05-30,19267,15000,100.0,98.1,95.7,100.0,40.0,3,0,5,1,92.67,93.02,92.65,92.19,96.13,1
mussoorie,2024-05-31,14468,15000,100.0,97.4,94.8,100.0,39.5,4,0,5,1,92.24,92.67,92.55,92.07,82.46,1
mussoorie,2024-06-01,15214,15000,100.0,100.0,100.0,100.0,40.2,5,1,6,1,94.02,92.24,92.74,92.64,88.22,1
mussoorie,2024-06-02,16186,15000,100.0,100.0,100.0,100.0,41.9,6,1,6,1,94.19,94.02,92.74,92.98,90.41,1
mussoorie,2024-06-03,17402,15000,100.0,98.9,96.6,100.0,40.6,0,0,6,1,93.11,94.19,92.81,93.48,84.93,1
mussoorie,2024-06-04,19891,15000,100.0,98.4,96.0,100.0,40.2,1,0,6,1,92.82,93.11,92.82,93.77,89.28,1
mussoorie,2024-06-05,20074,15000,100.0,100.0,100.0,100.0,43.6,2,0,6,1,94.36,92.82,93.15,93.37,100.0,1
mussoorie,2024-06-06,13715,15000,100.0,95.6,92.8,100.0,38.2,3,0,6,1,91.29,94.36,93.35,93.43,94.39,1
mussoorie,2024-06-07,18780,15000,100.0,99.7,97.5,100.0,41.1,4,0,6,1,93.54,91.29,93.15,92.82,89.56,1
mussoorie,2024-06-08,13609,15000,100.0,100.0,100.0,100.0,39.2,5,1,6,1,93.92,93.54,93.33,93.06,86.48,1
mussoorie,2024-06-09,16441,15000,100.0,100.0,100.0,100.0,41.9,6,1,6,1,94.19,93.92,93.32,92.92,83.87,1
mussoorie,2024-06-10,16111,15000,100.0,100.0,98.2,100.0,41.6,0,0,6,1,93.79,94.19,93.32,93.88,86.78,1
mussoorie,2024-06-11,16474,15000,100.0,100.0,99.9,100.0,42.6,1,0,6,1,94.24,93.79,93.41,93.96,87.59,1
mussoorie,2024-06-12,20621,15000,100.0,100.0,98.4,100.0,41.7,2,0,6,1,93.86,94.24,93.62,94.07,97.8,1
mussoorie,2024-06-13,16943,15000,100.0,94.0,90.9,100.0,37.0,3,0,6,1,90.37,93.86,93.55,93.96,94.06,1
mussoorie,2024-06-14,15965,15000,100.0,98.1,95.7,100.0,40.0,4,0,6,1,92.66,90.37,93.41,92.82,86.91,1
mussoorie,2024-06-15,14068,15000,100.0,100.0,100.0,100.0,37.7,5,1,6,1,93.77,92.66,93.29,92.29,88.37,1
mussoorie,2024-06-16,16092,15000,100.0,100.0,100.0,100.0,38.1,6,1,6,1,93.81,93.77,93.27,92.27,88.04,1
mussoorie,2024-06-17,18506,15000,100.0,98.0,95.5,100.0,39.9,0,0,6,1,92.58,93.81,93.21,93.41,87.93,1
mussoorie,2024-06-18,13806,15000,100.0,97.0,94.4,100.0,39.2,1,0,6,1,92.06,92.58,93.04,93.39,84.61,1
mussoorie,2024-06-19,14827,15000,100.0,96.8,94.2,100.0,39.1,2,0,6,1,91.95,92.06,92.73,92.82,93.85,1
mussoorie,2024-06-20,16232,15000,100.0,94.6,91.7,100.0,37.5,3,0,6,1,90.73,91.95,92.46,92.2,93.99,1
mussoorie,2024-06-21,13794,15000,100.0,100.0,100.0,100.0,43.4,4,0,6,1,94.34,90.73,92.51,91.58,87.51,1
mussoorie,2024-06-22,14113,15000,100.0,100.0,100.0,100.0,40.9,5,1,6,1,94.09,94.34,92.75,92.34,89.66,1
mussoorie,2024-06-23,19546,15000,100.0,100.0,100.0,100.0,39.8,6,1,6,1,93.98,94.09,92.8,93.06,86.72,1
mussoorie,2024-06-24,15070,15000,100.0,96.3,93.6,100.0,38.7,0,0,6,1,91.67,93.98,92.82,94.14,86.36,1
mussoorie,2024-06-25,18136,15000,100.0,97.5,94.9,100.0,39.5,1,0,6,1,92.3,91.67,92.69,93.25,81.12,1
mussoorie,2024-06-26,19106,15000,100.0,96.6,93.9,100.0,38.9,2,0,6,1,91.82,92.3,92.72,92.65,90.94,1
mussoorie,2024-06-27,17337,15000,100.0,99.5,97.3,100.0,41.0,3,0,6,1,93.44,91.82,92.71,91.93,97.32,1
mussoorie,2024-06-28,16855,15000,100.0,95.7,92.9,100.0,38.3,4,0,6,1,91.36,93.44,93.09,92.52,85.12,1
mussoorie,2024-06-29,15519,15000,100.0,100.0,100.0,100.0,37.2,5,1,6,1,93.72,91.36,92.67,92.21,87.33,1
mussoorie,2024-06-30,15915,15000,100.0,100.0,100.0,100.0,39.7,6,1,6,1,93.97,93.72,92.61,92.84,87.04,1
mussoorie,2024-07-01,8111,15000,56.3,48.6,46.9,58.8,78.9,0,0,7,2,55.14,93.97,92.61,93.01,51.97,1
mussoorie,2024-07-02,11037,15000,59.4,50.7,49.4,61.9,80.4,1,0,7,2,57.67,55.14,87.39,80.94,57.58,1
mussoorie,2024-07-03,8289,15000,58.6,50.1,48.7,61.1,80.0,2,0,7,2,57.01,57.67,82.45,68.93,67.66,1
mussoorie,2024-07-04,12773,15000,66.9,56.0,55.4,69.4,84.2,3,0,7,2,63.97,57.01,77.47,56.61,72.15,1
mussoorie,2024-07-05,8590,15000,55.0,47.6,45.8,57.5,78.2,4,0,7,2,54.0,63.97,73.26,59.55,50.85,1
mussoorie,2024-07-06,14310,15000,80.5,62.1,62.8,84.7,82.4,5,1,7,2,73.18,54.0,67.93,58.33,64.38,1
mussoorie,2024-07-07,10084,15000,70.7,55.2,55.0,74.9,77.6,6,1,7,2,65.02,73.18,64.99,63.72,60.89,1
mussoorie,2024-07-08,8381,15000,57.0,49.0,47.5,59.5,79.2,0,0,7,2,55.69,65.02,60.86,64.07,50.17,1
mussoorie,2024-07-09,8366,15000,56.5,48.7,47.1,59.0,79.0,1,0,7,2,55.3,55.69,60.94,64.63,49.37,1
mussoorie,2024-07-10,10400,15000,49.8,44.0,41.7,52.3,75.6,2,0,7,2,49.72,55.3,60.6,58.67,57.69,1
mussoorie,2024-07-11,11998,15000,57.8,49.6,48.1,60.3,79.6,3,0,7,2,56.33,49.72,59.56,53.57,60.02,1
mussoorie,2024-07-12,9172,15000,59.4,50.7,49.4,61.9,80.4,4,0,7,2,57.73,56.33,58.46,53.79,53.46,1
mussoorie,2024-07-13,15834,15000,77.4,59.9,60.3,81.6,80.9,5,1,7,2,70.57,57.73,59.0,54.59,61.93,1
mussoorie,2024-07-14,12909,15000,82.8,63.7,64.7,87.0,83.6,6,1,7,2,75.07,70.57,58.62,61.54,70.91,1
mussoorie,2024-07-15,8964,15000,56.3,48.5,46.9,58.8,78.8,0,0,7,2,55.1,75.07,60.06,67.79,51.98,1
mussoorie,2024-07-16,9126,15000,59.6,50.8,49.5,62.1,80.5,1,0,7,2,57.85,55.1,59.97,66.91,47.69,1
mussoorie,2024-07-17,9321,15000,59.5,50.8,49.5,62.0,80.5,2,0,7,2,57.79,57.85,60.34,62.67,61.35,1
